conversation_id_str,created_at,favorite_count,id_str,sentiment,full_text,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
"1,80E+23",Thu May 30 22:29:46 +0000 2024,2,"1,80E+23",negative,GRESINOV ITU BANCI KALENG YG GAGAL BUNUH DIRI KARENA TAKUT MATI. JANGANKAN KE GAZA KE LOKALISASI WTS SAJA DIA TAK MAMPU.,,,in,,0,0,0,https://x.com/batxave/status/1796308044038684939,"1,70E+23",batxave
"1,80E+23",Thu May 30 22:18:56 +0000 2024,0,"1,80E+23",negative,eh bunuh diri aja lu anjing ga guna lu hidup,,,in,ayla se asian 19,0,1,0,https://x.com/neoiar/status/1796305319200743492,"1,39E+21",neoiar
"1,80E+22",Thu May 30 21:45:36 +0000 2024,0,"1,80E+22",negative,gausah ngajari aku tentang sabar mantanku pernah ngancem mau bunuh diri tapi sampe sekarang ga mati-mati.,,,in,"Semarang, Jawa Tengah",0,0,0,https://x.com/charisperdana/status/1796296931888783789,1690621010,charisperdana
"1,80E+23",Thu May 30 21:17:19 +0000 2024,0,"1,80E+23",positive,@calllmeee_tiaaa jangan lah bisa ngerusak komposisi otak yg ada sama bae bunuh diri dengan gaya,,calllmeee_tiaaa,in,"serdang bedagai, sumut",0,0,0,https://x.com/wedangngondek/status/1796289814347846124,"1,31E+23",wedangngondek
"1,80E+23",Thu May 30 20:27:01 +0000 2024,0,"1,80E+23",negative,Kalo sedih pgn mati. Tp nanti mamakuu makin sedih anaknya gaada. Pdhl seumur hidupnya dia udh menderita. Kl kematianku bikin mamaku seneng pasti aku udh bunuh diri sejak dulu. Gk kebayang dr lahir hidup susah diselingkuhin pas tua nalangin utang orang2.,,,in,,0,0,0,https://x.com/whosefavoriye/status/1796277154361360538,"1,54E+23",whosefavoriye
"1,80E+23",Thu May 30 20:04:40 +0000 2024,0,"1,80E+23",positive,yg nakut-nakutin bakal masuk neraka kalo bunuh diri orang yang sampe pgn bunuh diri tuh udh ga peduli lg mau masuk neraka apa engga karena hidup pun rasanya kayak neraka buat mereka,,,in,,0,0,0,https://x.com/akhlaktabur/status/1796271529518669899,"1,23E+23",akhlaktabur
"1,80E+23",Thu May 30 18:15:47 +0000 2024,0,"1,80E+23",negative,Kenapa diblok oi yank?kenapa diblok? ya orang telpon2 trus ya kenapa aku kan cuman mau telponanya masa gk boleh login sih ya Allah apa sih ya udah jawab dulu ajg lama bunuh diri gw stres nying ya udah si by ngapain diblock,,,in,𝗧𝗮𝗹𝗲𝘀𝗢𝗳𝗦𝗮𝗹𝗲𝗺.,6,0,0,https://x.com/folksFreminet/status/1796244127547548081,"8,64E+22",folksFreminet
"1,80E+23",Thu May 30 18:06:36 +0000 2024,0,"1,80E+23",negative,Kenapa diblok oi yank?kenapa diblok? ya orang telpon2 trus ya kenapa aku kan cuman mau telponanya masa gk boleh login sih ya Allah apa sih ya udah jawab dulu ajg lama bunuh diri gw stres nying,,,in,𝗧𝗮𝗹𝗲𝘀𝗢𝗳𝗦𝗮𝗹𝗲𝗺.,1,0,0,https://x.com/folksFreminet/status/1796241817970880626,"8,64E+22",folksFreminet
"1,80E+23",Thu May 30 17:57:43 +0000 2024,0,"1,80E+23",negative,Kenapa diblok oi yank?kenapa diblok? ya orang telpon2 trus ya kenapa aku kan cuman mau telponanya masa gk boleh login sih ya Allah apa sih ya udah jawab dulu ajg lama bunuh diri gw stres yg,,,in,𝗧𝗮𝗹𝗲𝘀𝗢𝗳𝗦𝗮𝗹𝗲𝗺.,1,0,0,https://x.com/folksFreminet/status/1796239583174426750,"8,64E+22",folksFreminet
"1,80E+23",Thu May 30 17:51:32 +0000 2024,0,"1,80E+23",negative,Kenapa diblok oi yank?kenapa diblok? ya orang telpon2 trus ya kenapa aku kan cuman mau telponanya masa gk boleh login sih ya Allah apa sih ya udah jawab dulu ajg lama bunuh diri,,,in,𝗧𝗮𝗹𝗲𝘀𝗢𝗳𝗦𝗮𝗹𝗲𝗺.,1,0,0,https://x.com/folksFreminet/status/1796238026550743236,"8,64E+22",folksFreminet
"1,80E+23",Thu May 30 17:48:14 +0000 2024,0,"1,80E+23",negative,Aku ni lagi bunuh diri sendiri secara perlahan dari dalem kah?,,,in,,0,0,0,https://x.com/remahankrikil/status/1796237195365466140,"1,01E+23",remahankrikil
"1,80E+23",Thu May 30 17:46:09 +0000 2024,0,"1,80E+23",neutral,Seringkali saya bertanya-tanya apakah kesedihan masyarakat perkotaan di Barat yang dipenuhi dengan begitu banyak depresi dan tekanan moral begitu banyak kasus bunuh diri bukan disebabkan oleh hilangnya rasa misteri.,,,in,Archidioecesis Semarangensis,0,1,0,https://x.com/AbiyuAronggear/status/1796236672977510474,3185695578,AbiyuAronggear
"1,80E+23",Thu May 30 17:39:17 +0000 2024,0,"1,80E+23",negative,@feedemady Apa sih start-nya berantakan banget. Penonton juga gak aman ini bunuh diri namanya.,,feedemady,in,,0,0,0,https://x.com/SagitaAryan/status/1796234943171043583,"1,55E+22",SagitaAryan
"1,80E+23",Thu May 30 17:33:56 +0000 2024,0,"1,80E+23",positive,Sebenarnya bunuh diri dan kematian seorang diri dalam kesepian adalah pembunuhan lain yang diakibatkan oleh ketidakpedulian kita.,,diskorvia,in,"Homocea, România",0,1,0,https://x.com/diskorvia/status/1796233596702965828,"1,67E+23",diskorvia
"1,80E+23",Thu May 30 17:30:53 +0000 2024,0,"1,80E+23",negative,Mending bunuh diri depan jokowi apa kita bikin jokowi bunuh diri?,,,in,,0,0,0,https://x.com/wonwouhh/status/1796232827933180144,"1,77E+23",wonwouhh
"1,80E+23",Thu May 30 17:12:23 +0000 2024,0,"1,80E+23",negative,bodohlah baik aku bunuh diri lah sial,,,in,Saturn,0,0,0,https://x.com/alisymzni/status/1796228172725575721,"1,07E+22",alisymzni
"1,80E+23",Thu May 30 17:03:58 +0000 2024,0,"1,80E+23",negative,Bunuh diri mah dosaaa anjing,,,in,jakarta,0,0,0,https://x.com/Bang_ibels/status/1796226055835119880,85535944,Bang_ibels
"1,80E+23",Thu May 30 16:53:46 +0000 2024,0,"1,80E+23",positive,@meartabak kalo bunuh diri dosa,,meartabak,in,"Bandung, Indonesia",0,1,0,https://x.com/callmeavii_/status/1796223488023580781,"1,55E+23",callmeavii_
"1,80E+23",Thu May 30 16:40:05 +0000 2024,0,"1,80E+23",negative,Jengah Di-bully Teman Wanita Muda Ini Coba Akhiri Hidup di Flyover Roa Malaka Jakbar https://t.co/1sZbVZRFXh lewat @tribunnews #Dibully #BunuhDiri #AkhiriHidup,,,in,Jakarta Indonesia,0,0,0,https://x.com/budimalau/status/1796220045644968047,137140997,budimalau
"1,80E+23",Thu May 30 16:37:00 +0000 2024,0,"1,80E+23",negative,@wahkerensih @UMPCenter Banyak yg bunuh diri karena frustasi sama skripsi lah kok ini asal nyomot,,wahkerensih,in,SUB,0,0,0,https://x.com/savitricha/status/1796219268167770437,382539558,savitricha
"1,80E+23",Thu May 30 16:33:12 +0000 2024,19,"1,80E+23",positive,Yang ditakutin nih cowo cuma selingkuhannya mati bunuh diri. https://t.co/DVfTAeqJOS,https://pbs.twimg.com/media/GO1zB_-b0AEMO0T.jpg,nadhifahsasqia,in,,3,2,8,https://x.com/nadhifahsasqia/status/1796218310998261906,297801804,nadhifahsasqia
"1,80E+23",Thu May 30 16:25:47 +0000 2024,1,"1,80E+23",negative,Miris Majikan Enggan Biayai Pengobatan ART Coba Bunuh Diri di Karawaci Tangerang | https://t.co/c1pZFprWvt via @tangerangnews,,,in,"Tangerang, Banten",0,0,0,https://x.com/tangerangnewsco/status/1796216446374367485,156653197,tangerangnewsco
"1,80E+23",Thu May 30 16:21:33 +0000 2024,0,"1,80E+23",negative,@jongseongwife_i @convomf Bunuh diri aja sana bang,,jongseongwife_i,in,,0,0,0,https://x.com/vngnv/status/1796215382052581873,4859376916,vngnv
"1,80E+23",Thu May 30 16:17:18 +0000 2024,8,"1,80E+23",neutral,untuk menempatkan tambahan bahan bakar dan logistik. Disini jelas bahwa jarak antar pulau di Indonesia itu gak main-main dan menempatkan doktrin area Denial of the sea ala Soviet utk Indonesia itu misi bunuh diri sebenarnya. Jadi doktrin apa yg cocok untuk Indonesia ?,,madokafc1,in,Jakarta,0,1,0,https://x.com/madokafc1/status/1796214312161415535,1338309661,madokafc1
"1,80E+23",Thu May 30 16:14:09 +0000 2024,0,"1,80E+23",negative,@d1msumentai bunuh diri,,d1msumentai,in,,0,0,0,https://x.com/sdaraprillia/status/1796213519614156951,"1,43E+22",sdaraprillia
"1,80E+23",Thu May 30 16:05:50 +0000 2024,0,"1,80E+23",negative,@lovhitz kmu bantu juga kan bunuh diri nya dengan ngepost itu semua,,lovhitz,in,N,0,2,0,https://x.com/toppierss/status/1796211423917584810,"1,08E+23",toppierss
"1,80E+23",Thu May 30 16:04:37 +0000 2024,0,"1,80E+23",positive,Yaudah daripada bunuh diri,,,in,"Sidoarjo, East Java, Indonesia",0,0,0,https://x.com/radityap24/status/1796211120916803718,256918380,radityap24
"1,80E+23",Thu May 30 15:53:48 +0000 2024,2,"1,80E+23",negative,gmn kalo kita wni secara berjamaah bunuh diri,,,in,8TEEN,0,0,1,https://x.com/yurinesia/status/1796208395760140460,"1,59E+23",yurinesia
"1,80E+21",Thu May 30 15:43:52 +0000 2024,0,"1,80E+23",positive,@eksttra hampir bunuh diri krn doi ketauan selingkuh yg pertama kali gajadi krn diselamatin Allah.. adzan subuh,,eksttra,in,,0,0,0,https://x.com/xx8ell/status/1796205895606833660,"1,67E+22",xx8ell
"1,79E+23",Thu May 30 15:32:19 +0000 2024,0,"1,80E+22",negative,@sauri61684 @Mundiwangi4 Siapa yg bilang cium batu dosa dihapus? Dosa dihapus itu bertobat nasuha. Itu baru dihapus. Bkn dgn cara tuhan bunuh diri untuk hapus dosa manusia dgn cara mati disalip. Letoy amat hapus dosa aja harus bunuh diri dulu,,sauri61684,in,El Marsa,0,0,0,https://x.com/SunGoKhonk/status/1796202992145965184,"1,60E+23",SunGoKhonk
"1,80E+22",Thu May 30 15:26:29 +0000 2024,0,"1,80E+22",neutral,Bunuh diri namanya.,,,in,"Romario Oliver. DNFWC, MDNI.",0,1,0,https://x.com/Switzeirland/status/1796201520717050199,"1,52E+23",Switzeirland
"1,80E+23",Thu May 30 15:15:58 +0000 2024,0,"1,80E+22",negative,@monayaaucaa_ @diiitt_otaku Tapi gila pingin bunuh diri terus han. Ya gak @diiitt_otaku https://t.co/QO7M6vHMux,https://pbs.twimg.com/tweet_video_thumb/GO1hWr0bkAApAJH.jpg,monayaaucaa_,in,,0,1,0,https://x.com/Aloyy616/status/1796198878058021344,"1,72E+23",Aloyy616
"1,80E+22",Thu May 30 15:10:08 +0000 2024,0,"1,80E+22",positive,Life tu gini banget sih Udh Cape sih tapi nggak mau mati apalagi bunuh diri hadehh,,,in,,0,0,0,https://x.com/ka_nay29995/status/1796197408092594401,"1,75E+23",ka_nay29995
"1,80E+23",Thu May 30 15:06:29 +0000 2024,0,"1,80E+22",negative,@tanyakanrl Kalo nyari mati mending bunuh diri aja jangan libatin orang lain.,,tanyakanrl,in,indonesia,0,0,0,https://x.com/daddysoe/status/1796196490274095467,283069198,daddysoe
"1,80E+23",Thu May 30 14:59:35 +0000 2024,0,"1,80E+23",neutral,@tanyakanrl mau bunuh diri kah?,,tanyakanrl,in,FREE PALESTINE,0,0,0,https://x.com/wonhaneulJ/status/1796194754452988375,"1,72E+23",wonhaneulJ
"1,80E+23",Thu May 30 14:53:34 +0000 2024,0,"1,80E+23",negative,sebenernya aku masukin ui di utbk biar gampang buat konseran anjimmm wlopun bunuh diri dikit tanpa mikir score yg sekecil biji salak,,,in,mt/@ after dm please,0,3,0,https://x.com/jjaneedam/status/1796193237079662763,"1,28E+23",jjaneedam
"1,80E+23",Thu May 30 14:46:38 +0000 2024,1,"1,80E+23",negative,@pamesonemega eksposing sisi gelap alsum (mendorong siswanya bunuh diri),,pamesonemega,in,(ง'̀-'́)ง ︻╦╤─´- ₊ *+,0,1,0,https://x.com/sekretarizz/status/1796191495445192800,"1,55E+23",sekretarizz
"1,80E+23",Thu May 30 14:45:34 +0000 2024,0,"1,80E+23",negative,Bunuh diri yang tidak terlalu sakit dan ga ngerepotin orang gimana ya?,,,in,,0,0,0,https://x.com/saraanghaeoppa/status/1796191227496243667,"1,64E+23",saraanghaeoppa
"1,80E+23",Thu May 30 14:45:21 +0000 2024,0,"1,80E+23",negative,Pgn bunuh diri.,,,in,,0,0,0,https://x.com/livingfreehere/status/1796191172341187023,"1,73E+23",livingfreehere
"1,80E+23",Thu May 30 14:41:49 +0000 2024,0,"1,80E+23",neutral,@natjaemind kenapa bunuh diri sendiri.. ╥﹏╥,,natjaemind,in,"— ⟅ ⓘ ִ ׄ III/V of @ 일리트, 2004",0,0,0,https://x.com/sakaimomka/status/1796190280602808662,"1,68E+23",sakaimomka
"1,80E+23",Thu May 30 14:39:13 +0000 2024,0,"1,80E+23",neutral,INI DIA BUNUH DIRI????,,,in,ndun 🐣💛,0,1,0,https://x.com/haeccanc/status/1796189629672026307,585698012,haeccanc
"1,80E+23",Thu May 30 14:37:51 +0000 2024,3,"1,80E+23",neutral,@integreet @mainjpeg @tanyakanrl lah itu kan jadinya bom bunuh diri? bukannya syahid malah dosa gasi? kalo kata kamu gampang yauda kamu aja yg lakuin kaya gitu,,integreet,in,bdg,0,2,0,https://x.com/kbelinci/status/1796189283998433619,"1,30E+23",kbelinci
"1,80E+23",Thu May 30 14:37:51 +0000 2024,0,"1,80E+23",neutral,Hah bunuh diri??? 13,,,in,Nathan.,0,0,0,https://x.com/ivegaueI/status/1796189283394498946,"1,30E+23",ivegaueI
"1,80E+23",Thu May 30 14:34:39 +0000 2024,1,"1,80E+23",negative,Gila bethol agaknya. Boleh pulak kau dah rogol and bunuh org pastu bela diri dah insaf and nak hidup dgn mak and adk beradik. Pastu bila recap balik kes ada ke ckp mangsa tu sukarela nak berseksual mangsa tu elok je nak pergi berjogging tau. Budak sekolah pun tau beza ye,,,in,,0,0,0,https://x.com/sitiijamilah/status/1796188477328863527,213490358,sitiijamilah
"1,80E+23",Thu May 30 14:31:53 +0000 2024,0,"1,80E+23",positive,Sekarang aku tau kenapa banyak orang Yang memilih untuk bunuh diri rasa cape yang tidak bisa diungkapkan membuat kepala rasanya ingin pecah ingin berteriak tapi tidak bisa mental yang sudah rusak jiwa yang mati dan raga yang dipaksa untuk bertahan.,,,in,,0,0,0,https://x.com/andiriiana/status/1796187782102032444,"1,59E+23",andiriiana
"1,80E+23",Thu May 30 14:31:29 +0000 2024,1,"1,80E+23",positive,Tiap buka sosmed isinya genocide di Palestine korupsi pembunuhan penipuan artis² tone deaf penganiayaan kelaparan bunuhdiri anak ditelantarkan dll gw klo dikasih umur bisa ngelawatin 2024 tnp jd org gila aja udh syukur alhamdulillah,,,in,,0,1,0,https://x.com/windahbiebthid/status/1796187679652008328,1642355736,windahbiebthid
"1,80E+23",Thu May 30 14:30:01 +0000 2024,0,"1,80E+23",negative,beberapa tahun yang lalu saat percobaan bunuh diri kesekian kalinya dengan meminum 80 tablet paracetamol masih menyesal kenapa aku berhenti di tablet ke-80? kenapa aku muntahkan semua hasil kerja kerasku malam itu? why did i give in?,,,in,any pronouns idc ʕ´•ᴥ•`ʔ,0,0,0,https://x.com/lemonadekris/status/1796187313761837431,"1,10E+23",lemonadekris
"1,80E+23",Thu May 30 14:29:01 +0000 2024,1,"1,80E+23",negative,@malissaali lama gila kes ni. jadi perhatian sebab bapaknya nk bunuh diri.,,malissaali,in,,0,0,0,https://x.com/kucingnakal2115/status/1796187062409822592,"1,22E+23",kucingnakal2115
"1,80E+23",Thu May 30 14:15:36 +0000 2024,0,"1,80E+23",negative,Serabut fyp serabut pmpuan ni serabut tmpt kerja bunuh diri jela senang mat,,,in,"Selangor, Malaysia",0,0,0,https://x.com/thegreatgrims/status/1796183684933939548,185590703,thegreatgrims
"1,80E+23",Thu May 30 14:09:15 +0000 2024,0,"1,80E+23",negative,buat 4 perenggan karangan pun taleh APA WNTAH LAGI 300 BAIK KU BUNUH DIRI,,,in,6 DOLLAR SHRIMP SPECIAL!!!!!!!,0,0,0,https://x.com/detonatedummy/status/1796182085360550278,"1,28E+23",detonatedummy
"1,80E+23",Thu May 30 14:07:32 +0000 2024,0,"1,80E+23",negative,bunuh diri boleh kn yah,,,in,"Kota Padang, Sumatera Barat",0,3,0,https://x.com/Pppppp73439685/status/1796181653787689424,"1,48E+23",Pppppp73439685
"1,80E+23",Thu May 30 14:06:16 +0000 2024,0,"1,80E+23",negative,Frustasi sendiri deh grgr cinta2an doang wkwkwk sampe mau bunuh diri aja tp apa iya gw setolol itu? Wkwkwk,,,in,,0,0,0,https://x.com/rianananono/status/1796181336895496692,"1,77E+23",rianananono
"1,80E+23",Thu May 30 13:44:29 +0000 2024,0,"1,80E+23",positive,@convomfs Pertamakali haid dibully grgr haid dan badan gede sendiri naik keatas atap disangka ngajarin anak yg lain bunuh diri,,convomfs,in,,0,0,0,https://x.com/mbaknetplik/status/1796175854558491066,"1,41E+23",mbaknetplik
"1,80E+23",Thu May 30 13:37:38 +0000 2024,0,"1,80E+23",neutral,ini namanya bunuh diri secara perlahan wkwk,,,in,🥀,0,0,0,https://x.com/morphooblue/status/1796174129550266754,"1,38E+23",morphooblue
"1,78E+22",Thu May 30 13:35:32 +0000 2024,0,"1,80E+23",neutral,Sang Peramal https://t.co/0ldUpks8f6 Hush Little Baby https://t.co/68sKIUb32t The Turn of The Key https://t.co/oLEZ0RrbDn Rumah Bunuh Diri https://t.co/GtbtwGyLZe https://t.co/XW9sGWnYWV,https://pbs.twimg.com/media/GO1KXI3XMAACrOf.jpg,NadiaHumaida,in,Indonesia,0,0,0,https://x.com/NadiaHumaida/status/1796173603248930885,623758091,NadiaHumaida
"1,80E+23",Thu May 30 12:07:02 +0000 2024,0,"1,80E+23",positive,Semoga mata umat Islam makin terbuka betapa mereka tidak bisa menggantungkan harapan pada PBB AS atau siapapun kecuali Allah dan diri mereka sendiri. #AllEyestoRafah Dalam Empat Hari Terakhir Israel Bunuh 66 Warga Palestina di Rafah https://t.co/jPKUsW7JEq,,,in,,0,0,0,https://x.com/kristarini28/status/1796151330228072660,"1,74E+23",kristarini28
"1,80E+23",Thu May 30 12:06:19 +0000 2024,0,"1,80E+23",positive,@drgelby sama aja kaya ketabrak motor bunuh diri mancing ikan nembak burung motong kurban itu semua adalah natural selection‍️‍️,,drgelby,in,,0,1,0,https://x.com/saferoardw/status/1796151150321828262,2470852165,saferoardw
"1,80E+23",Thu May 30 12:01:51 +0000 2024,0,"1,80E+23",neutral,orang-orang yg lagi stalking bunuh diri kenapa sih?,,,in,,0,0,0,https://x.com/Win4ndyy_/status/1796150023857520697,"1,65E+21",Win4ndyy_
"1,80E+23",Thu May 30 11:56:39 +0000 2024,0,"1,80E+23",negative,@secretsst_4 pusing mana di kantor aku kaya anak terlantarcapeekk pengen bunuh diri lg ajaaa,,secretsst_4,in,,0,1,0,https://x.com/milikrenjuun/status/1796148717290225906,"1,38E+23",milikrenjuun
"1,80E+23",Thu May 30 11:55:41 +0000 2024,1,"1,80E+23",positive,@TeLaDan_diri Dulu malah aku sempat mau bunuh diri saking udah gak kuat sama tekanan hidup dan virus ini . Tapi Allah masih kasih kesempatan hidup sampe saat ini Sekarang...Aku cuma bisa berserah diri sama Allah apa yang terjadi sama aku nantinya... Jadi Abang harus semangat ya.,,TeLaDan_diri,in,,0,1,0,https://x.com/BobbyArdia48776/status/1796148474855006690,"1,77E+22",BobbyArdia48776
"1,80E+23",Thu May 30 11:53:10 +0000 2024,0,"1,80E+23",negative,Pegawai Koperasi Dibunuh Pimpinan dan Pengawas Gara-gara Utang Rp 500.000 Jasad Digantung Agar Dikira Bunuh Diri! https://t.co/CTW3bgmk6U,,,in,"Depok, Jawa Barat",0,0,0,https://x.com/medianekita/status/1796147838130569544,"1,45E+23",medianekita
"1,80E+23",Thu May 30 11:51:38 +0000 2024,0,"1,80E+23",negative,@bacottetangga_ fix bunuh diri alhamdulillah,,bacottetangga_,in,"Bandung, Jawa Barat",0,0,0,https://x.com/malementari/status/1796147452602364399,75346495,malementari
"1,80E+23",Thu May 30 11:29:12 +0000 2024,0,"1,80E+23",negative,SENGAJA NOISE MARKETING? SAMPAH ARTIS LU DAN STAF LU YANG KENA YA AJGG LU BUNUH DIRI LU SENDIRI. LU HARUS MINTA MAAF YA KALO BISA SEGEDUNG NOH. DI PALESTINA JUGA BANYAK KPOPERS BTW BAHKAN ADA YANG UPDATE KONDISI DI SANA SALAH SATU FANS IDOL AGENSI ICA @SMTOWNGLOBAL,,sadjalfi,in,Indonesia,0,0,0,https://x.com/sadjalfi/status/1796141808298426771,915936048,sadjalfi
"1,80E+23",Thu May 30 11:27:36 +0000 2024,0,"1,80E+23",neutral,Kalau ditanya kenapa belum bunuh diri dulu pernah keinginan mau bunuh diri kuat banget di otak isinya mati! Mati! Mati kemudian besoknya ke psikiater lagi disana ditanyai cuma bisa bengong alias udah gimana ya bingung aja Kalau sekarang masih tidak punya alasan buat hidup ++,,thrivsive,in,fantasy world,0,1,0,https://x.com/thrivsive/status/1796141404109861140,"1,63E+23",thrivsive
"1,80E+23",Thu May 30 11:21:47 +0000 2024,1,"1,80E+23",negative,@5teV3n_Pe9eL koruptor binatang bangsat itu yg harusnya bunuh diri,,5teV3n_Pe9eL,in,,0,0,0,https://x.com/siapadobleh/status/1796139940314509361,"1,20E+23",siapadobleh
"1,80E+23",Thu May 30 11:17:11 +0000 2024,0,"1,80E+23",positive,Gua ikhlas deh duit habis buat nafkahin mereka. Yg penting mereka gak hidup suram dan kelam lagi. Gak kebayang kalo harus kaya gini sampe mati. Bisa bisa mati sebelum dimampus takdir (bunuh diri),,yayayaokkkkkk,in,,0,0,0,https://x.com/yayayaokkkkkk/status/1796138786239242526,"1,39E+23",yayayaokkkkkk
"1,80E+23",Thu May 30 11:13:40 +0000 2024,0,"1,80E+23",positive,Propaganda holywood itu benar2 masuk ke sanubari setiap penonton. Sejak kasus Palestina ini gw benar2 melihat hasil dari propaganda ini. Itu kenapa kemarin gw menolak keras framing busuk di series 3 Body Problem . Ga akan ada muslim yg bunuh diri gegara alien ga jelas!,,,in,Indonesia,0,1,0,https://x.com/Feynman_Abal2/status/1796137899747852552,"1,50E+23",Feynman_Abal2
"1,80E+23",Thu May 30 11:10:26 +0000 2024,0,"1,80E+23",neutral,@bacottetangga_ Bunuh diri apa,,bacottetangga_,in,tongkat dan kayu  jadi tanaman,0,0,0,https://x.com/jarwokku/status/1796137084144513114,"7,95E+22",jarwokku
"1,80E+23",Thu May 30 11:09:02 +0000 2024,0,"1,80E+23",positive,-- Untuk kesekian kalinya Kalarion mengambil alih dan melakukan percobaan bunuh diri. Dan untuk kesekian kalinya juga ia gagal mati karena tertolong. ㅤㅤㅤㅤㅤㅤㅤ 𝚂𝚎𝚕𝚎𝚜𝚊𝚒 ㅤㅤㅤㅤㅤㅤㅤ,,arpgant,in,I - OC! RP | NSFL,0,0,0,https://x.com/arpgant/status/1796136733492511110,"7,71E+22",arpgant
"1,80E+23",Thu May 30 11:08:15 +0000 2024,2,"1,80E+23",negative,Tendang aku ke rumah sakit tempat binbin dirawat please gue mau nenangin dia plus ngejagain dia gua takut dia bunuh diri njirrr sampe mentalnya kena lagi gue doain lu impoten kaf,,,in,,0,1,0,https://x.com/SriWahy30728193/status/1796136536091529269,"1,74E+23",SriWahy30728193
"1,80E+23",Thu May 30 09:57:24 +0000 2024,0,"1,80E+23",negative,@DrEliDavid Elu bego Israel ngebom rafah kalo beneran tawanan pihak elu ada di sana apa kagak bunuh diri tuh negara elu tercinta yg bego itu? Tolol otak dipake jangan buat jadi zionis goblok,,DrEliDavid,in,,0,0,0,https://x.com/law4npenipu4n/status/1796118705195081976,"1,70E+22",law4npenipu4n
"1,79E+23",Thu May 30 09:57:03 +0000 2024,0,"1,80E+23",negative,@Capitano_D_Kon @cinemint @Subnautical @MasteroftheTDS @ChaseMit bunuh diri goblok,,Capitano_D_Kon,in,,0,0,0,https://x.com/glojay10/status/1796118616196141167,"1,20E+23",glojay10
"1,80E+23",Thu May 30 09:47:06 +0000 2024,12,"1,80E+23",negative,@ninieshhh Berjuta² duit rakyat kena songlap untk kegunaan diri sendiri. Tapi bila propose untuk project TNR haiwan jalanan risau kos. Mmg betul makan kos. Tapi rakyat Malaysia langsung tanak haiwan hidup aman ke? Bunuh lah mcm mana pun dorang akan membiak balik. Mmg kejam sgt manusia,,ninieshhh,in,NEVERLAND,1,0,13,https://x.com/samantha_cavill/status/1796116112259641757,3467852953,samantha_cavill
"1,80E+23",Thu May 30 09:44:05 +0000 2024,0,"1,80E+23",negative,@rerepandya Jadi inget tetangga belakang rumah sekeluarga nyari kerabatnya yg ilang 3 hari eh ternyata di sumur rumahnya sendiri riwayat penyakit ayan sama depresi sering dimarahin ortunya agak keterbelakangan mental gak tau itu bunuh diri atau kumat ayan nya pas lg disumur,,rerepandya,in,,0,0,0,https://x.com/bobotsary/status/1796115355938455622,"1,77E+23",bobotsary
"1,80E+23",Thu May 30 09:38:35 +0000 2024,0,"1,80E+23",negative,Viral ART Bunuh Diri Diduga Tertekan Gara-gara Majikan https://t.co/IB4XcFEE2i,,,in,Jakarta,0,0,0,https://x.com/ntvnewsid/status/1796113971168325980,"1,76E+23",ntvnewsid
"1,80E+23",Thu May 30 09:28:19 +0000 2024,0,"1,80E+23",negative,Suka grundelin hal sepele yg bahkan harusnya lgsg dilakuin sendiri gausah banyak cingcong. Ngerusak mental aja gak cukup? Harus bikin gw sampe pengen bunuh diri? Gak. Ini bukan emosi sesaat. Ini udah gw pendam gw rasain bahkan sejak kelas 6 SD,,shiinsalabim,in,"Kota Semarang, Jawa Tengah",0,1,0,https://x.com/shiinsalabim/status/1796111387107692875,465325063,shiinsalabim
"1,80E+23",Thu May 30 09:23:37 +0000 2024,0,"1,80E+23",positive,@faridaffy Jika ade terlintas bunuh diri... please get help... please...,,faridaffy,in,,0,0,0,https://x.com/afdhalluddin/status/1796110203554869481,"1,75E+23",afdhalluddin
"1,80E+23",Thu May 30 09:21:26 +0000 2024,0,"1,80E+23",negative,sakit hati banget wkwkwk dibilang 10 tahun di kumon gak berjuang apa gue bunuh diri aja yah capek kumon dah,,,in,baek dokyung,0,1,0,https://x.com/kuuz0mI/status/1796109654491271426,"1,69E+23",kuuz0mI
"1,80E+23",Thu May 30 09:20:26 +0000 2024,0,"1,80E+23",neutral,@rerepandya Ini bunuh diri apa emang ga sengaja kekunci yaa,,rerepandya,in,"Bandung, Lautan Boti",0,0,0,https://x.com/secretsagen/status/1796109401608065223,"1,12E+23",secretsagen
"1,80E+23",Thu May 30 09:20:18 +0000 2024,0,"1,80E+23",negative,#MetroHariIni Seorang ART melakukan percobaan bunuh diri dengan cara melompat dari lantai 4 rumah majikanya di Jalan Cimone Permai Raya Kelurahan Cimone Kecamatan Karawaci Kota Tangerang Link streaming : https://t.co/02eAzQ0MZJ https://t.co/MjjoxsvHPJ,https://pbs.twimg.com/media/GO0Pu46boAAleW7.jpg,,in,,0,0,0,https://x.com/Metro_TV/status/1796109370196914362,57261519,Metro_TV
"1,80E+23",Thu May 30 09:18:57 +0000 2024,0,"1,80E+23",negative,Cara membunuh tanpa menyentuh Disantet Dibikin depresi dirusak mentalnya sampe dibikin pengen bunuh diri️,,,in,"Kota Semarang, Jawa Tengah",0,0,0,https://x.com/shiinsalabim/status/1796109031570030780,465325063,shiinsalabim
